danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,is_explicit,ranking
1.8665280765566665,0.6264554804719004,1,0.41313966944331454,1,1.4019808369982776,-0.9278535022372311,-0.2473828266142507,-1.0480803972277004,0.993275864657603,0.47769919909894837,4,137159,1,1.0
0.9716432535738634,0.8723873250540173,11,0.6826175825484613,0,-0.6325860578939204,-0.6613932863534159,-0.2473677881228356,-0.600314759048512,1.1139862985708038,-0.2773887843484259,4,256000,1,0.5
0.10196645377367436,-0.0889826128578934,11,-0.6936306885775341,0,-0.35820909446702104,2.257047043532942,0.024014948142661526,-0.9433076493778902,0.5456413388961482,0.09505504179243286,4,126482,1,0.3333333333333333
1.1039853752825879,0.2463789933904478,4,0.7235657459001842,1,3.2058432263100722,-0.6311190090724371,-0.2473828266142507,2.0686331335466503,1.315170355092806,1.2313945174056244,4,174133,1,0.25
-0.017771656343743062,1.2673687724131748,9,0.7001667954134853,1,1.7532593022853111,-0.6106256521437745,-0.2473828266142507,1.7598292451472104,-0.16856206175695945,-1.8938966167154263,4,127872,1,0.2
-0.8370324097787036,1.1332241299138384,6,1.0332118573408304,1,-0.7768950490388639,-0.8695871624241472,-0.2379837694798122,-0.24739602944915173,-1.1493343373017197,0.5734919770199682,4,86984,0,0.16666666666666666
0.4170667435563518,1.081056768941874,7,-1.4412271566275576,1,-0.3078908278177973,-0.5561319530380127,-0.20837673950633084,0.8885611314487893,0.2639836597653452,0.4388551335529797,4,186475,1,0.14285714285714285
-0.8874484561439321,0.790410043526645,10,1.4387936657769416,0,-0.6183450390309325,-0.7899425252695722,-0.24731644577323872,1.2414798610481501,-0.08808843914815852,0.2523132838961729,4,182320,1,0.125
1.3560656071087291,-0.5659413417444222,1,0.335923132837209,1,1.9621275789424664,-0.5919953276631721,-0.2473828266142507,-0.644429600248432,0.9630982561793026,1.1166313818923874,4,202840,1,0.1111111111111111
0.19019453491282404,1.602730378661515,2,1.9200320807867115,1,1.1931125603411223,0.012092943620359075,-0.2473828266142507,2.9729873781450116,0.5104341290047978,0.4719027009457709,4,270441,1,0.1
0.5368048536737685,-1.3409992761850327,7,-2.0651991696061907,1,-0.6116992302282048,-0.2627043424685257,4.916224186617911,-0.9091186474479521,0.8675358293313515,-0.6522039051883121,4,303440,0,0.09090909090909091
0.7321670333390286,0.6040980400553452,11,0.9860239738593214,0,0.03484302615144357,-0.6818866432820785,-0.2473828266142507,-0.8705181613980223,0.5506709403091983,-0.20143207478276107,4,167229,1,0.08333333333333333
-2.292795748574672,-2.6302783402064325,9,-2.8244951128995632,1,-0.7579070238882134,2.2943076924941463,-0.2059094870085407,-0.7569224453082282,-1.554217251052249,-2.1588041102353217,4,219733,0,0.07692307692307693
-0.4778180794264514,-1.2813794350742165,10,-0.7240493242102429,1,-0.8034782842497745,-0.4024317760730433,-0.24693343419501035,-0.44591281484879175,-1.2504293257040258,0.10141613392156973,4,143047,1,0.07142857142857142
0.47378479571723303,0.7233377222769767,10,-0.10592704885328498,0,-0.8196181056278274,0.41730250107346,-0.22964210627299797,-0.6113434693484919,-0.2943020970832109,-0.2759208400109328,4,212000,0,0.06666666666666667
